"0,.02326"
"1,.03618"
"2,.0"
"3,.0"
"4,.0"
"5,.00775"
"6,.02067"
"7,.05685"
"8,.0491"
"9,.06718"
"10,.0491"
"11,.12403"
"12,.05943"
"13,.05168"
"14,.04134"
"15,.07494"
"16,.06202"
"17,.04651"
"18,.03618"
"19,.03876"
"20,.05168"
"21,.0491"
"22,.03876"
"23,.0155"
