"0,.0"
"1,.01596"
"2,.0"
"3,.0"
"4,.0"
"5,.01064"
"6,.10638"
"7,.05319"
"8,.10106"
"9,.03723"
"10,.04787"
"11,.04787"
"12,.0266"
"13,.04787"
"14,.04255"
"15,.06383"
"16,.10638"
"17,.01064"
"18,.07979"
"19,.05319"
"20,.01064"
"21,.06383"
"22,.05319"
"23,.02128"
