"0,.00546"
"1,.0"
"2,.0"
"3,.0"
"4,.0082"
"5,.02186"
"6,.04645"
"7,.0929"
"8,.09836"
"9,.06011"
"10,.05738"
"11,.03552"
"12,.04918"
"13,.05191"
"14,.02732"
"15,.05738"
"16,.0847"
"17,.07923"
"18,.03552"
"19,.02732"
"20,.03005"
"21,.04098"
"22,.06284"
"23,.02732"
