"0,.01609"
"1,.00268"
"2,.00268"
"3,.0"
"4,.0"
"5,.01877"
"6,.0429"
"7,.02681"
"8,.04826"
"9,.06971"
"10,.06702"
"11,.07507"
"12,.06434"
"13,.07239"
"14,.08847"
"15,.05898"
"16,.04826"
"17,.04021"
"18,.0429"
"19,.0429"
"20,.0563"
"21,.04558"
"22,.03753"
"23,.03217"
