"0,.0"
"1,.0"
"2,.0"
"3,.0"
"4,.0119"
"5,.01587"
"6,.03571"
"7,.04762"
"8,.09127"
"9,.03968"
"10,.04365"
"11,.09127"
"12,.05159"
"13,.05952"
"14,.0873"
"15,.05952"
"16,.09524"
"17,.05952"
"18,.02778"
"19,.02381"
"20,.03175"
"21,.05952"
"22,.05159"
"23,.01587"
