"0,.0"
"1,.0"
"2,.0"
"3,.0"
"4,.0"
"5,.0"
"6,.26667"
"7,.13333"
"8,.11111"
"9,.04444"
"10,.0"
"11,.0"
"12,.02222"
"13,.0"
"14,.0"
"15,.08889"
"16,.04444"
"17,.02222"
"18,.04444"
"19,.08889"
"20,.02222"
"21,.0"
"22,.11111"
"23,.0"
