"0,.0"
"1,.0"
"2,.00202"
"3,.0"
"4,.0"
"5,.00202"
"6,.01215"
"7,.02632"
"8,.03036"
"9,.05466"
"10,.04656"
"11,.03846"
"12,.04251"
"13,.04656"
"14,.0587"
"15,.03846"
"16,.0668"
"17,.0749"
"18,.02632"
"19,.03644"
"20,.2004"
"21,.15587"
"22,.01822"
"23,.02227"
