time,frequency
00:00,.02
01:00,.0
02:00,.0
03:00,.0
04:00,.0
05:00,.0
06:00,.06
07:00,.14
08:00,.24
09:00,.0
10:00,.1
11:00,.06
12:00,.02
13:00,.02
14:00,.04
15:00,.0
16:00,.02
17:00,.04
18:00,.14
19:00,.0
20:00,.04
21:00,.04
22:00,.02
23:00,.0
