time,frequency
00:00,.0
01:00,.0
02:00,.0
03:00,.0
04:00,.0
05:00,.02564
06:00,.12821
07:00,.12821
08:00,.10256
09:00,.07692
10:00,.05128
11:00,.05128
12:00,.0
13:00,.02564
14:00,.05128
15:00,.05128
16:00,.12821
17:00,.02564
18:00,.07692
19:00,.02564
20:00,.0
21:00,.02564
22:00,.02564
23:00,.0
