"0,.00752"
"1,.0"
"2,.0"
"3,.0"
"4,.0"
"5,.0"
"6,.07519"
"7,.06015"
"8,.15038"
"9,.06767"
"10,.00752"
"11,.04511"
"12,.00752"
"13,.04511"
"14,.07519"
"15,.02256"
"16,.09774"
"17,.07519"
"18,.04511"
"19,.06767"
"20,.04511"
"21,.01504"
"22,.06767"
"23,.02256"
