time,frequency
00:00,.0
01:00,.0
02:00,.0
03:00,.0
04:00,.0
05:00,.0
06:00,.26667
07:00,.13333
08:00,.11111
09:00,.04444
10:00,.0
11:00,.0
12:00,.02222
13:00,.0
14:00,.0
15:00,.08889
16:00,.04444
17:00,.02222
18:00,.04444
19:00,.08889
20:00,.02222
21:00,.0
22:00,.11111
23:00,.0
